Time,total active power,total reactive power,total apparent power,total power factor,
2023-07-04T21:09:51.917231,63.675,0,1.898,64.536,
2023-07-04T21:09:52.636913,63.619,0,1.917,64.537,
2023-07-04T21:09:53.405864,64.968,0,0.568,64.537,
2023-07-04T21:09:54.301918,65.181,0,0.356,64.54,
2023-07-04T21:09:55.009986,65.104,0,0.364,64.539,
2023-07-04T21:09:55.731059,65.087,0,0.449,64.536,
2023-07-04T21:09:56.448286,65.177,0,0.347,64.541,
2023-07-04T21:09:57.334163,65.162,0,0.375,64.539,
2023-07-04T21:09:58.348824,65.094,0,0.405,64.536,
2023-07-04T21:09:59.148026,65.091,0,0.445,64.536,
2023-07-04T21:09:59.866450,65.175,0,0.362,64.541,
2023-07-04T21:10:00.651818,65.064,0,0.472,64.537,
2023-07-04T21:10:01.427943,65.107,0,0.429,64.536,
2023-07-04T21:10:02.224095,65.187,0,0.35,64.54,
2023-07-04T21:10:02.944370,65.066,0,0.47,64.537,
2023-07-04T21:10:03.668756,65.159,0,0.377,64.538,
2023-07-04T21:10:04.563035,65.184,0,0.354,64.54,
2023-07-04T21:10:05.340948,65.071,0,0.465,64.537,
2023-07-04T21:10:06.174102,65.1,0,0.436,64.536,
2023-07-04T21:10:06.977575,65.189,0,0.348,64.54,
2023-07-04T21:10:07.741121,65.148,0,0.389,64.538,
2023-07-04T21:10:08.530745,65.119,0,0.463,64.558,
2023-07-04T21:10:09.228394,65.345,0,0.191,64.537,
2023-07-04T21:10:09.939867,65.504,0,0.037,64.725,
2023-07-04T21:10:10.659363,65.507,0,0.036,64.73,
2023-07-04T21:10:11.432240,65.507,0,0.036,64.732,
2023-07-04T21:10:12.229908,65.507,0,0.036,64.737,
2023-07-04T21:10:13.016630,65.507,0,0.036,64.733,
2023-07-04T21:10:13.822313,65.507,0,0.036,64.734,
2023-07-04T21:10:14.570567,65.507,0,0.036,64.732,
2023-07-04T21:10:15.571809,65.507,0,0.036,64.735,
2023-07-04T21:10:16.588379,65.507,0,0.036,64.734,
2023-07-04T21:10:17.392275,65.507,0,0.036,64.735,
2023-07-04T21:10:18.226677,65.507,0,0.036,64.735,
2023-07-04T21:10:19.031904,65.507,0,0.036,64.733,
2023-07-04T21:10:19.795341,65.507,0,0.036,64.735,
2023-07-04T21:10:20.589428,65.507,0,0.036,64.736,
2023-07-04T21:10:21.287156,65.507,0,0.036,64.732,
2023-07-04T21:10:21.998592,65.507,0,0.036,64.735,
2023-07-04T21:10:22.717478,65.507,0,0.036,64.735,
2023-07-04T21:10:23.491557,65.507,0,0.036,64.732,
2023-07-04T21:10:24.287217,65.507,0,0.036,64.736,
2023-07-04T21:10:25.077524,65.507,0,0.036,64.733,
2023-07-04T21:10:25.879689,65.507,0,0.036,64.736,
2023-07-04T21:10:26.600794,65.507,0,0.036,64.734,
2023-07-04T21:10:27.602490,65.507,0,0.036,64.732,
2023-07-04T21:10:28.620770,65.507,0,0.036,64.733,
2023-07-04T21:10:29.417008,65.507,0,0.036,64.734,
2023-07-04T21:10:30.220890,65.507,0,0.036,64.735,
2023-07-04T21:10:30.942646,65.507,0,0.036,64.735,
2023-07-04T21:10:31.715910,65.507,0,0.036,64.736,
2023-07-04T21:10:32.732595,65.507,0,0.036,64.734,
2023-07-04T21:10:33.539401,65.507,0,0.036,64.733,
2023-07-04T21:10:34.402721,65.507,0,0.036,64.733,
2023-07-04T21:10:35.208857,65.507,0,0.036,64.735,
2023-07-04T21:10:35.975810,65.507,0,0.036,64.732,
2023-07-04T21:10:36.762156,65.507,0,0.036,64.732,
2023-07-04T21:10:37.458920,65.507,0,0.036,64.735,
2023-07-04T21:10:38.259558,65.507,0,0.036,64.734,
2023-07-04T21:10:38.974459,65.507,0,0.036,64.737,
2023-07-04T21:10:39.775861,65.507,0,0.036,64.735,
2023-07-04T21:10:40.708523,65.507,0,0.036,64.735,
2023-07-04T21:10:41.515780,65.507,0,0.036,64.735,
2023-07-04T21:10:42.228768,65.507,0,0.036,64.733,
2023-07-04T21:10:42.947904,65.507,0,0.036,64.734,
2023-07-04T21:10:43.719449,65.507,0,0.036,64.735,
2023-07-04T21:10:44.513267,65.507,0,0.036,64.736,
2023-07-04T21:10:45.306648,65.507,0,0.036,64.734,
2023-07-04T21:10:46.109290,65.507,0,0.036,64.734,
2023-07-04T21:10:46.858007,65.507,0,0.036,64.734,
2023-07-04T21:10:47.630357,65.507,0,0.036,64.734,
2023-07-04T21:10:48.652137,65.507,0,0.036,64.734,
